Name,Session,Time
STA2001,L03-LEC(1759),TuTh 15:30 - 16:50
STA2001,T01-TUT(1760),Mo 18:00 - 18:50
STA2001,T02-TUT(1761),Mo 19:00 - 19:50
STA2001,T03-TUT(1762),Mo 20:00 - 20:50
STA2001,T04-TUT(1763),Tu 19:00 - 19:50
STA2001,T05-TUT(1764),Tu 20:00 - 20:50
STA2002,L01-LEC(1765),TuTh 08:30 - 09:50
STA2002,L02-LEC(1766),TuTh 10:30 - 11:50
STA2002,T01-TUT(1767),We 19:00 - 19:50
STA2002,T02-TUT(1768),We 20:00 - 20:50
STA2002,T03-TUT(1769),Th 19:00 - 19:50
STA2002,T04-TUT(1770),Th 20:00 - 20:50
STA2003,L01-LEC(2221),MoWe 08:30 - 09:50
STA2003,L02-LEC(2222),MoWe 10:30 - 11:50
STA2003,L03-LEC(2223),TuTh 08:30 - 09:50
STA2003,T01-TUT(2224),Tu 18:00 - 18:50
STA2003,T02-TUT(2225),Tu 19:00 - 19:50
STA2003,T03-TUT(2226),Th 18:00 - 18:50
STA2003,T04-TUT(2227),Th 19:00 - 19:50
STA3001,error!,
STA3001,T02-TUT(2892),We 19:00 - 19:50
STA3001,T01-TUT(2229),We 18:00 - 18:50
STA3001,L01-LEC(2228),Tu 10:30 - 12:20&Th 10:30 - 11:20
STA4001,L01-LEC(1771),TuTh 10:30 - 11:50
STA4001,L02-LEC(1772),MoWe 13:30 - 14:50
STA4001,T01-TUT(1773),Mo 18:00 - 18:50
STA4001,T02-TUT(1774),Mo 19:00 - 19:50
STA4001,T03-TUT(1775),Tu 18:00 - 18:50
STA4001,T04-TUT(1776),Tu 19:00 - 19:50
STA4001,T05-TUT(1777),We 18:00 - 18:50
STA4003,L01-LEC(1778),MoWe 08:30 - 09:50
STA4003,T01-TUT(1779),Mo 20:00 - 20:50
STA4020,L01-LEC(1780),MoWe 15:30 - 16:50
STA4020,T01-TUT(1781),Th 18:00 - 18:50
STA4042,L01-LEC(2425),MoWe 10:30 - 11:50
STA4042,T01-TUT(2426),Tu 18:00 - 18:50
STA4606,L01-LEC(2418),TuTh 14:00 - 15:20
TRA1010,L01-LEC(1821),Tu 13:30 - 14:50
TRA1010,T01-TUT(1822),Th 13:30 - 14:50
TRA2010,L01-LEC(1842),Mo 10:30 - 11:50
TRA2010,T01-TUT(1843),We 10:30 - 11:50
TRA2130,L01-LEC(1844),Tu 10:30 - 12:20
TRA2130,T01-TUT(1845),Th 11:30 - 12:20
TRA2320,L01-LEC(1846),Th 08:30 - 10:20
TRA2320,T01-TUT(1847),Fr 08:30 - 09:20
TRA3010,L01-LEC(1848),Tu 18:00 - 19:50
TRA3010,T01-TUT(1849),Th 19:00 - 19:50
TRA3010,T02-TUT(1850),Th 18:00 - 18:50
TRA3110,L01-LEC(1851),Tu 13:30 - 14:50
TRA3110,T01-TUT(1852),Th 13:30 - 14:50
TRA3220,L01-LEC(1853),We 10:30 - 12:20
TRA3220,T01-TUT(1854),Fr 10:30 - 11:20
TRA3220,T02-TUT(1855),Fr 11:30 - 12:20
TRA3240,L01-LEC(1856),Mo 08:30 - 10:20
TRA3240,T01-TUT(1857),We 08:30 - 09:20
TRA3240,T02-TUT(1858),We 09:30 - 10:20
TRA3250,L01-LEC(1859),Mo 15:30 - 16:50
TRA3250,T01-TUT(1860),We 15:30 - 16:50
TRA3250,T02-TUT(1861),Fr 10:30 - 11:50
TRA3260,L01-LEC(1862),Mo 13:30 - 15:20
TRA3260,T01-TUT(1863),We 13:30 - 14:20
TRA3280,L01-LEC(1864),Tu 10:30 - 11:50
TRA3280,T01-TUT(1865),Th 10:30 - 11:50
TRA3310,L01-LEC(1866),Tu 15:30 - 16:50
TRA3310,T01-TUT(1867),Th 15:30 - 16:50
TRA4030,L01-LEC(2249),TBA
URM2010,L01-LEC(2482),MoWe 08:30 - 09:50
URM2040,L01-LEC(2483),Mo 10:30 - 11:50
URM2040,T01-TUT(2484),We 10:30 - 11:50
